N_n,M_u,T_q,T_r,I_o
1.0,12.7539,13.798,5.0,0.0499
1.0,316.3058,13.693,7.0,0.0931
1.0,11.7373,13.45,1.0,0.006
1.0,421.4297,13.359000000000002,15.0,0.1329
1.0,0.0,13.257,2.0,0.0
1.0,0.0,13.154000000000002,3.0,0.0
1.0,116.7913,13.299,8.0,0.0642
1.0,0.0,15.282,2.0,0.0
1.0,0.0,15.193,2.0,0.0
1.0,444.4094,15.095999999999998,13.0,0.1303
1.0,11.4531,14.994000000000002,2.0,0.006
1.0,311.5474,14.88,7.0,0.0924
1.0,12.8075,14.659,4.0,0.0325
1.0,134.8766,14.542,8.0,0.0802
1.0,16.3806,14.702,4.0,0.0303
1.0,158.8606,16.664,7.0,0.0797
1.0,11.6137,7.405,2.0,0.006
1.0,0.0,9.354,1.0,0.0
1.0,0.0,9.293,1.0,0.0
1.0,11.6137,9.158,3.0,0.006
1.0,12.8209,9.095,3.0,0.0328
1.0,11.6013,9.003,1.0,0.006
1.0,0.0,8.894,1.0,0.0
1.0,0.0,8.791,3.0,0.0
1.0,12.7703,7.426,2.0,0.0159
1.0,0.0,7.249,3.0,0.0
1.0,11.6013,7.358,2.0,0.006
1.0,26.7864,8.786,10.0,0.0247
1.0,41.401,8.69,13.0,0.0402
1.0,29.5035,8.603,9.0,0.031
1.0,30.9925,8.455,11.0,0.0329
1.0,30.8483,8.36,11.0,0.0332
1.0,76.5938,7.0470000000000015,6.0,0.0674
1.0,0.0,9.049,4.0,0.0
1.0,11.6137,8.958,4.0,0.006
1.0,68.2073,8.216000000000001,23.0,0.0666
1.0,0.0,8.119,3.0,0.0
1.0,0.0,8.027000000000001,3.0,0.0
1.0,0.0001,7.92,3.0,0.0519
1.0,0.0,8.033999999999999,3.0,0.0
1.0,57.3505,10.078,21.0,0.0576
1.0,44.0662,9.982,15.0,0.0445
1.0,12.758,9.858,5.0,0.017
1.0,12.8783,9.76,5.0,0.0667
1.0,0.0,9.69,3.0,0.0
1.0,12.7904,9.492,4.0,0.0513
1.0,12.7941,9.389,5.0,0.0315
1.0,0.0,9.305,2.0,0.0
1.0,80.4586,9.19,6.0,0.0682
1.0,315.5525,9.072,8.0,0.0959
1.0,287.0264,8.979,10.0,0.105
1.0,0.0,8.878,4.0,0.0
1.0,12.822,8.776,8.0,0.0976
1.0,0.0,1.152,2.0,0.0
1.0,0.0,3.177,4.0,0.0
1.0,11.6508,3.108,2.0,0.006
1.0,0.0,2.975,2.0,0.0
1.0,13.7347,2.89,2.0,0.0128
1.0,11.6137,2.761,5.0,0.006
1.0,26.8541,2.915,12.0,0.0245
1.0,0.0,4.4060000000000015,2.0,0.0
1.0,11.7743,4.26,3.0,0.006
1.0,17.4975,3.786,10.0,0.02
1.0,26.9889,3.689,9.0,0.0258
1.0,29.6093,3.595,13.0,0.029
1.0,26.7857,3.537,11.0,0.0245
1.0,26.7871,3.4330000000000003,9.0,0.0252
1.0,0.0001,2.969,1.0,0.0128
1.0,30.7238,5.047,14.0,0.031
1.0,15.7353,4.956,7.0,0.3953
1.0,11.6013,4.835,3.0,0.006
1.0,12.7603,4.752,4.0,0.1083
1.0,13.4124,4.17,4.0,0.1763
1.0,12.8253,4.017,5.0,0.1221
1.0,12.3713,3.91,5.0,0.0089
1.0,13.0651,3.826,6.0,0.1944
1.0,0.0,3.722,3.0,0.0
1.0,11.6384,3.618,4.0,0.006
1.0,11.6137,3.497,4.0,0.006
1.0,11.6384,3.367,4.0,0.006
1.0,11.6013,3.515,5.0,0.006
1.0,12.7831,5.492000000000001,5.0,0.0345
1.0,14.8707,5.399,7.0,0.275
1.0,13.8459,5.27,6.0,0.2526
1.0,0.0,5.103,5.0,0.0
1.0,12.7705,5.2620000000000005,4.0,0.0155
1.0,12.7747,7.29,6.0,0.1319
1.0,63.6163,7.186,22.0,0.0613
1.0,44.1266,7.065,17.0,0.043
1.0,69.4437,6.9689999999999985,26.0,0.067
1.0,0.0,6.89,4.0,0.0
1.0,70.9089,6.799,29.0,0.0668
1.0,53.5539,6.676,22.0,0.0448
1.0,0.0,9.291,3.0,0.0
1.0,12.7604,11.225,8.0,0.0372
1.0,80.2632,11.123,7.0,0.0678
1.0,12.8056,11.063,4.0,0.0323
1.0,12.7961,10.927,3.0,0.0139
1.0,12.4006,10.787,4.0,0.01
1.0,0.0,10.717,3.0,0.0
1.0,13.3146,10.635,7.0,0.0833
1.0,11.6384,10.517,2.0,0.006
1.0,37.1828,10.43,15.0,0.0328
1.0,0.0,10.317,2.0,0.0
1.0,0.0,10.356,3.0,0.0
1.0,12.7924,12.444,3.0,0.0356
1.0,2.1108,12.592,4.0,0.004
1.0,11.6014,2.847,2.0,0.006
1.0,0.0,2.733,2.0,0.0
1.0,26.856,2.891,7.0,0.0262
1.0,11.6384,4.895,2.0,0.006
1.0,0.0,4.8039999999999985,2.0,0.0
1.0,15.2389,4.723,4.0,0.0287
1.0,13.1851,4.64,3.0,0.1031
1.0,0.0,4.55,3.0,0.0
1.0,13.3243,4.46,4.0,0.1311
1.0,11.6137,4.32,4.0,0.006
1.0,13.3128,6.397,3.0,0.1408
1.0,0.0,6.316,4.0,0.0
1.0,0.0,6.225,3.0,0.0
1.0,0.0,6.0070000000000014,3.0,0.0
1.0,40.0993,4.27,12.0,0.0374
1.0,41.625,4.4060000000000015,13.0,0.0396
1.0,144.135,5.98,5.0,0.0768
1.0,28.1442,5.895,13.0,0.026
1.0,14.8886,5.7920000000000025,5.0,0.0277
1.0,155.2093,5.705,6.0,0.0765
1.0,12.7179,6.856,3.0,0.0139
1.0,0.0,5.539,4.0,0.0
1.0,0.0,5.164,3.0,0.0
1.0,17.2205,7.622000000000001,6.0,0.3056
1.0,13.6476,7.195,5.0,0.1881
1.0,13.5585,7.41,6.0,0.3121
1.0,11.6261,6.978,4.0,0.006
1.0,53.6232,6.872000000000001,21.0,0.0513
1.0,0.0,6.782,4.0,0.0
1.0,63.9193,6.6629999999999985,24.0,0.052000000000000005
1.0,42.784,6.825,18.0,0.0384
1.0,40.1652,8.978,15.0,0.0353
1.0,12.8154,8.779,5.0,0.0693
1.0,12.6129,8.641,4.0,0.0532
1.0,11.6137,8.827,3.0,0.006
1.0,30.8462,10.841,11.0,0.0329
1.0,0.0,10.757,2.0,0.0
1.0,57.3736,10.677,23.0,0.0682
1.0,87.31,10.574000000000002,5.0,0.0687
1.0,25.3688,10.474,7.0,0.0242
1.0,0.0,3.022,2.0,0.0
1.0,11.6384,4.769,3.0,0.006
1.0,0.0,4.5710000000000015,2.0,0.0
1.0,0.0,3.898,2.0,0.0
1.0,0.0,3.657,3.0,0.0
1.0,11.6261,3.569,3.0,0.006
1.0,0.0,3.463,3.0,0.0
1.0,56.1528,2.341,20.0,0.0504
1.0,39.938,4.4030000000000005,14.0,0.0365
1.0,23.8631,4.282,9.0,0.0226
1.0,0.0,3.953,2.0,0.0
1.0,13.778,3.881,4.0,0.1872
1.0,11.6137,3.5780000000000003,5.0,0.006
1.0,12.7195,3.487,4.0,0.0705
1.0,12.7806,3.402,8.0,0.2214
1.0,12.7703,3.2710000000000004,5.0,0.0302
1.0,66.748,3.034,23.0,0.0741
1.0,12.8178,2.938,3.0,0.0335
1.0,30.7526,2.84,14.0,0.0307
1.0,70.043,2.733,26.0,0.0668
1.0,0.0,2.772,4.0,0.0
1.0,38.5202,4.77,15.0,0.0341
1.0,11.762,2.911,2.0,0.006
1.0,11.6137,4.916,1.0,0.006
1.0,14.8622,4.831,7.0,0.0154
1.0,17.6486,4.738,4.0,0.021
1.0,0.0,4.632,1.0,0.0
1.0,16.1531,4.562,7.0,0.0176
1.0,26.6827,3.756,10.0,0.025
1.0,0.0,3.029,3.0,0.0
1.0,12.7774,2.8960000000000004,5.0,0.1755
1.0,12.8091,2.813,3.0,0.0315
1.0,12.7601,2.934,4.0,0.0995
1.0,13.2324,4.96,4.0,0.1363
1.0,11.6384,5.099,5.0,0.006
1.0,13.7793,7.349,4.0,0.1945
1.0,11.6137,9.129,2.0,0.006
1.0,12.8095,9.045,7.0,0.2497
1.0,0.0,8.911,3.0,0.0
1.0,0.0,1.845,2.0,0.0
1.0,0.0,4.274,2.0,0.0
1.0,11.6261,4.129,3.0,0.006
1.0,12.7448,4.052,3.0,0.0268
1.0,0.0,3.949,3.0,0.0
1.0,11.6384,3.107,4.0,0.006
1.0,11.6013,3.248,4.0,0.006
1.0,12.8376,5.324,4.0,0.1096
1.0,0.0,5.221,3.0,0.0
1.0,12.8724,5.14,5.0,0.0315
1.0,13.9045,4.797,5.0,0.2591
1.0,14.6351,4.699,8.0,0.3635
1.0,0.0,4.57,4.0,0.0
1.0,103.3501,4.485,44.0,0.6778
1.0,0.0,2.6060000000000003,2.0,0.0
1.0,0.0,4.298,4.0,0.0
1.0,12.9884,4.1530000000000005,7.0,0.2482
1.0,15.7245,4.043,9.0,0.4481
1.0,55.161,1.538,22.0,0.1847
1.0,13.2504,2.8160000000000003,6.0,0.4824
1.0,0.0,5.271,4.0,0.0
1.0,13.0248,0.514,6.0,0.0344
1.0,12.8726,3.1460000000000004,3.0,0.0271
1.0,13.437,1.208,2.0,0.0986
1.0,0.0,3.5210000000000004,1.0,0.0
1.0,12.806,2.717,6.0,0.0289
1.0,12.806,5.091,4.0,0.0303
1.0,467.1663,0.53,16.0,0.1385
1.0,133.8043,3.079,9.0,0.086
1.0,12.6456,2.198,6.0,0.0367
1.0,0.0,4.659,2.0,0.0
1.0,40.0406,1.4240000000000002,15.0,0.035
1.0,0.0,3.734,3.0,0.0
1.0,13.3205,1.067,5.0,0.1773
1.0,12.8128,3.089,9.0,0.2723
2.0,0.0019,2.492,4.0,0.0067
4.0,17211800.0321,5914.0,22459.0,19.6827
4.0,7123259.3981,6.601,2355.0,45.0386
2.0,26882280.0084,1254.0,34798.0,38.8963
10.0,0.5372,1555.0,17448.0,0.039200000000000006
4.0,0.0,436.228,4.0,0.0
1.0,85828.8058,2.396,4492.0,1.0979
2.0,2905373.4084,1801.494,1921.0,22.5121
4.0,14775707.9679,131.0,19290.0,19.4531
1.0,8225.2206,0.493,445.0,0.5723
16.0,17188592.667,3398.764,18697.0,5243.9756
1.0,165.6712,1365.308,15.0,0.1084
1.0,107.8931,0.778,16.0,0.1356
1.0,92.2738,0.7909999999999999,15.0,0.0719
1.0,2954087.8493,121.0,92492.0,277.1252
1.0,2479465.0133,2641.876,77606.0,230.349
1.0,385859.5497,2641.728,12962.0,40.457
1.0,122065.0509,2641.634,2344.0,6.5141
1.0,619972.7636,2730.343,19677.0,58.7663
1.0,192308.3226,2764.528,3660.0,9.6559
1.0,86496.9199,2778.74,1463.0,5.0833
1.0,483727.6992,2788.451,15313.0,45.6006
1.0,129606.9421,2795.24,2092.0,5.444
1.0,547774.5572,2812.952,15272.0,42.6124
1.0,307968.9479,1977.741,1142.0,8.2801
1.0,53576.35580000001,1342.595,1404.0,2.6116
16.0,17405973.8744,2937.2540000000013,18915.0,5243.721699999999
2.0,337943.1783,0.485,4448.0,1.2225
2.0,518307.5331,0.8590000000000001,6722.0,1.2196
2.0,0.0,0.87,0.0,0.0
1.0,50369.4232,0.469,1769.0,0.4594
1.0,88703.72959999998,0.447,2997.0,0.611
1.0,51272.59280000001,0.465,1792.0,0.6076
1.0,55936.0489,0.445,1965.0,0.5118999999999999
1.0,87442.40830000001,0.466,2957.0,0.4508
1.0,53953.5595,0.539,1871.0,0.6006999999999999
1.0,58267.7155,0.417,2029.0,0.5858
1.0,58696.4904,0.475,2048.0,0.5230999999999999
1.0,59593.8733,0.4920000000000001,2078.0,0.6477
1.0,60010.2937,0.425,2082.0,0.6507
1.0,59239.6125,0.451,2062.0,0.5247999999999999
1.0,60038.8595,0.448,2084.0,0.5260999999999999
1.0,59067.277,0.5489999999999999,2055.0,0.6484
1.0,59571.4806,0.449,2071.0,0.5202
1.0,55500.4213,0.454,1925.0,0.491
1.0,49582.5321,0.459,1729.0,0.454
1.0,61855.826,0.4320000000000001,2148.0,0.5500999999999999
1.0,57714.4748,0.521,2006.0,0.5876
1.0,54250.89139999999,0.449,1871.0,0.542
1.0,55844.7115,0.494,1943.0,0.4542
1.0,84432.3288,0.43,2862.0,0.4144000000000001
1.0,83845.2262,0.468,2815.0,0.3708
1.0,42500.7643,0.418,1476.0,0.5292
1.0,49840.9339,0.747,1721.0,0.5237999999999999
2.0,1055455.8533,0.877,13271.0,1.4383
2.0,1008130.9017,0.934,12730.0,1.4289999999999998
2.0,1596453.9259,0.569,19539.0,1.5573
2.0,228358.0052,0.898,3034.0,1.1664
2.0,1321542.4471,0.531,16596.0,1.5058000000000002
2.0,573661.8243,0.63,7431.0,1.2779
2.0,1618460.37,0.63,20314.0,1.4595
1.0,0.0345,0.583,114.0,0.2067
1.0,963575.1057,0.915,7565.0,0.0738
1.0,957544.9286,0.7,7781.0,0.0744
1.0,744733.3712,0.446,6221.0,0.0737
1.0,931593.0452,0.779,7585.0,0.0739
1.0,892455.327,0.474,7366.0,0.0741
1.0,898316.3547,0.46,7477.0,0.07400000000000001
1.0,892433.0358,0.486,6885.0,0.0744
1.0,968723.2334,0.46,7923.0,0.0746
1.0,897102.3444,0.46,7378.0,0.0741
1.0,911311.5975,0.426,7518.0,0.0746
1.0,883111.1555,0.466,7443.0,0.0747
1.0,965184.0586,0.466,7653.0,0.0741
1.0,941842.5333,0.421,7713.0,0.0742
1.0,756876.4761,0.6579999999999999,6410.0,0.0736
1.0,863416.9656,0.455,7066.0,0.0747
1.0,991319.1246,0.426,7799.0,0.0743
1.0,1033914.7514,0.804,8107.0,0.0744
1.0,1027405.3311,0.611,8141.0,0.0753
1.0,577686.8205,0.479,4366.0,0.0747
1.0,963711.3502,0.468,7922.0,0.0746
1.0,966583.1128,0.472,7723.0,0.0741
1.0,810772.0272,0.48,6413.0,0.0739
1.0,798187.4114,0.507,6646.0,0.0747
1.0,557467.1917,0.4370000000000001,4215.0,0.0742
1.0,906235.4034,0.434,6896.0,0.0746
1.0,839098.3982,0.6809999999999999,6715.0,0.0746
1.0,942926.1024,84.734,7844.0,0.0746
1.0,1005353.5328,310.6040000000001,8036.0,0.0746
1.0,585390.5089,309.44,4330.0,0.0746
1.0,993599.7286,681.5160000000002,7739.0,0.0747
1.0,875994.4146,841.112,7042.0,0.0742
1.0,818540.0689,872.783,6692.0,0.0742
1.0,836258.1359999998,901.44,6881.0,0.0746
1.0,600943.1533,927.625,4417.0,0.075
1.0,818237.7517,1062.027,6884.0,0.0748
1.0,1077962.0615,1044.827,8210.0,0.0753
1.0,1031164.0845,1050.923,7943.0,0.0749
1.0,815050.1421,1087.867,6802.0,0.0746
1.0,836329.1591,1120.253,6845.0,0.0747
1.0,779104.9811,1123.603,6619.0,0.0747
1.0,887229.2609999998,1140.868,7141.0,0.0744
1.0,921660.1215,1176.399,7618.0,0.0742
1.0,890633.2993,1178.116,7384.0,0.0741
1.0,906951.6253,1180.185,7395.0,0.1121
1.0,794801.2778,1485.646,6553.0,0.0747
1.0,811116.7849,1184.807,6895.0,0.0747
1.0,877969.4798,1203.483,7033.0,0.0737
1.0,813957.1832,1216.103,6872.0,0.0733
1.0,930909.4308,1305.685,7127.0,0.0733
1.0,807530.8774,4064.034,6660.0,0.07400000000000001
1.0,967189.6373,4088.58,7786.0,0.0743
1.0,753767.0687,4096.764,6272.0,0.0736
1.0,955753.0932,4121.9,7815.0,0.0745
1.0,526960.5251,4228.185,3973.0,0.0734
1.0,571836.6622,4414.022,4352.0,0.0747
1.0,532027.6726,4744.839,4011.0,0.1116
1.0,542891.1838,5448.325,4186.0,0.0743
1.0,804837.6209,6249.559,6738.0,0.0747
1.0,811251.9676,6491.382,6804.0,0.0747
1.0,879417.7876,6535.236,6978.0,0.0744
1.0,804976.6835,6737.069,6762.0,0.0744
1.0,818306.6565,6802.022,6834.0,0.0748
1.0,782064.9382,6987.724,6530.0,0.0744
1.0,883852.0739,7026.585,7251.0,0.0748
1.0,848190.105,7101.448,6964.0,0.0747
1.0,905293.088,7439.312,7144.0,0.0746
1.0,827980.8292,7468.094,6877.0,0.0744
1.0,850866.3602,7503.93,7104.0,0.1128
1.0,928932.1592,7538.764,7632.0,0.0748
1.0,859222.9635,7582.564,7040.0,0.0748
1.0,961664.9322,7601.474,7875.0,0.0744
1.0,988353.8677,7615.4119999999975,7973.0,0.0748
1.0,863798.1529,7644.18,7109.0,0.0745
1.0,967881.8964,7705.246,7743.0,0.0745
1.0,904192.9021,7733.87,7416.0,0.0745
1.0,847643.5227,7901.007,6976.0,0.0749
1.0,867235.76,7914.514,7159.0,0.0749
1.0,1015113.7872,7937.39,7996.0,0.0749
1.0,815938.2521,7966.2019999999975,6870.0,0.0749
1.0,1042663.9199,7995.071999999999,7917.0,0.0749
1.0,828695.4003,8038.895,6719.0,0.0746
1.0,837836.4592,8518.937,6860.0,0.0749
1.0,921228.1054,8601.684000000001,7589.0,0.075
1.0,981934.7382,8692.505,7984.0,0.075
1.0,558590.3785,8821.337,4268.0,0.0747
1.0,558248.011,8856.21,4252.0,0.0747
1.0,1018881.2619,8870.045,7923.0,0.0751
1.0,901242.0094,9058.614,6964.0,0.0751
1.0,996992.3391,9285.467,8098.0,0.075
1.0,573661.2123,9688.281,4392.0,0.0751
1.0,834351.2877,10497.188,6921.0,0.0751
1.0,862339.1687,11821.842,7071.0,0.0753
1.0,942871.957,12301.656,7845.0,0.0753
1.0,932231.7411,13190.768999999998,7699.0,0.0761
1.0,791954.5090000002,14871.64,6491.0,0.0736
1.0,832216.1365,14990.518999999998,6792.0,0.0741
1.0,805707.3628,15304.368,6716.0,0.0736
1.0,923779.1792,15482.794,7803.0,0.0763
1.0,59624.4167,535.073,2068.0,0.5136999999999999
1.0,59697.6406,547.215,2072.0,0.5717000000000001
1.0,60142.9859,549.294,2087.0,0.5269999999999999
1.0,58601.1754,555.967,2035.0,0.5209999999999999
1.0,331756.6961,600.211,9377.0,1.4334
1.0,329466.4328000001,590.565,9276.0,1.7194
1.0,310490.2696,1508.213,8784.0,1.315
1.0,303963.86,1497.754,8607.0,1.4794999999999998
2.0,553104.5517000001,982.178,7433.0,1.5552
2.0,679144.5172,1186.64,9015.0,1.5459999999999998
2.0,1321405.1647,3737.785,16296.0,2.0492
2.0,1041468.9318,7250.513000000001,13350.0,1.9922
2.0,674644.4474,8061.499,8917.0,1.5553
2.0,1376683.5073999998,8395.988000000001,16956.0,2.0468
2.0,1576730.8803,8579.436,19248.0,2.268
2.0,1176541.9159,8647.574,15154.0,1.9434
2.0,2102847.0611,8746.149,24468.0,2.5173
2.0,1130586.6524,10173.095,14591.0,1.9811
2.0,1318264.9349000002,10201.852,16610.0,2.0715000000000003
2.0,1254078.7022000002,10643.595,15876.0,2.1325000000000003
2.0,1625544.9442,11000.04,19859.0,2.4251
2.0,1088924.6546,11457.027,13879.0,2.1069000000000004
2.0,818505.5511,11449.65,10825.0,1.7666999999999995
2.0,661780.8968000001,11445.907,8800.0,1.7407
2.0,1713167.2732000004,11442.191,20430.0,2.2648
2.0,605018.6131999999,11438.402,8127.0,1.5591000000000002
2.0,548470.2692000001,11434.846,7382.0,1.6147
2.0,728751.6609,11431.181,9706.0,1.7940000000000005
2.0,302969.1487,11427.635,4073.0,1.2764
2.0,546307.9594,11602.344,7352.0,1.5277999999999998
2.0,1164630.8564999998,11598.771,14666.0,2.0284
2.0,297726.29,11644.963,4062.0,1.349
2.0,645.5514000000003,2229.07,16.0,0.0447
2.0,4135285.4189,333.036,33102.0,945.1018
2.0,2706055.2710999995,536.5930000000002,21243.0,938.8249
2.0,2510795.5812,564.0319999999998,6600.0,5.275
4.0,7114062.1006,4840.463,2363.0,45.1348
4.0,58281623.5938,4328.736,19027.0,75.9922
4.0,8961804.0118,4402.782,2959.0,45.1323
4.0,8817435.7225,4161.482,2908.0,44.9576
4.0,137.5695,6279.566999999999,4.0,0.019
2.0,9498674.2607,44675.101,85975.0,21.86630000000001
10.0,11383043.6147,1149.511,15037.0,1.1507
10.0,7342729.3422,7928.776999999999,13296.0,0.9947
5.0,145726.6605,39354966.0,15896.0,0.0585
16.0,17548940.9949,5096.777,19098.0,5249.852999999999
57.0,8856038.579,62993330.0,170269.0,32.3775
10.0,3.0896,1006846.0,160976.0,0.0987
10.0,3.5708,5482601.0,135476.0,0.1476
4.0,9447278.8481,1727.544,3125.0,45.0856
4.0,94877006.2276,1883.724,30916.0,81.80019999999998
10.0,2.6819,5094097.0,148989.0,0.0977
4.0,7743441.779899999,632.174,2562.0,44.3704
4.0,434341.1141,285.19,518.0,0.3352
4.0,37178170.7962,1.467,12268.0,40.2573
4.0,40954257.4531,341.745,13474.0,45.672
4.0,56088185.2531,636.763,18291.0,78.2624
9.0,154413.9433,565.828,634.0,1580.0568
2.0,58713.8326,530.382,9679.0,84.0752
10.0,3445386.2619000007,16350.642,4314.0,4.3554
1.0,239087.1813,195.279,7036.0,2.3282000000000003
4.0,1965261.5219,20841349.0,129501.0,0.0391
10.0,962425.9724,19827.137,1752.0,0.043
2.0,413.1279,3342.765,13.0,0.1303
1.0,884583.0125,1552954.0,43479.0,5.6724
1.0,8652006.0988,3743185.0,39397.0,26.5624
4.0,34281522.6632,634.88,11288.0,44.6937
16.0,0.6227,10070957.0,19240.0,0.1126
2.0,0.0016,81.077,7.0,0.0079
2.0,7.472399999999999,70.74,7.0,0.0499
2.0,50.74460000000001,67.439,7.0,0.14229999999999998
1.0,5796234.2655,845.0,22425.0,16.352800000000002
1.0,52288.3797,1.59,1381.0,2.6053
15.0,6.9218,8018326.0,110915.0,0.08860000000000001
2.0,0.0016,0.6409999999999999,2.0,0.0052
2.0,0.0016,0.942,2.0,0.0052
2.0,0.0,1.901,2.0,0.0
2.0,0.0,0.64,2.0,0.0
4.0,13022349.808,2660.0,17116.0,11.2512
4.0,4852602.911499999,3.515,1620.0,26.4855
3.0,1165957.3162999998,3894163.0,99283.0,0.07350000000000001
4.0,925443.1834,5442.62,313.0,3.5325999999999995
4.0,21863741.9717,223.0,28699.0,24.5779
4.0,10501312.2293,521.0,13831.0,11.6254
29.0,0.0,24861.60200000001,3.0,0.0
1.0,0.0307,1.067,113.0,0.2036
1.0,878105.391,204.0,6970.0,0.07289999999999999
1.0,898401.0479000001,980.0,6952.0,0.0728
1.0,885997.2753999998,736.0,7099.0,0.07300000000000001
1.0,890546.8144,465.0,7216.0,0.0733
1.0,900115.3259999999,182.0,7150.0,0.0732
1.0,776305.9866,981.0,6543.0,0.0733
1.0,919138.9768,681.0,7193.0,0.0733
1.0,946255.4868,373.0,7571.0,0.0738
1.0,955093.8288,96.0,7762.0,0.0743
1.0,948102.4125,936.0,7741.0,0.0748
1.0,969211.5505,633.0,7848.0,0.0745
1.0,888841.4837999998,342.0,7379.0,0.0743
1.0,306817.9066,2042.629,2421.0,0.0145
1.0,969051.014,840.0,7789.0,0.0744
1.0,961503.0234,565.0,7881.0,0.0746
1.0,853341.5049999999,311.0,7045.0,0.0728
1.0,866167.2084,104.0,7123.0,0.0736
1.0,701539.469,27089.0,5900.0,0.0731
1.0,274406.9757,2043.73,2050.0,0.0136
1.0,836631.6085999998,91572.0,6938.0,0.0727
1.0,249221.5942,2043.106,1842.0,0.0125
1.0,718092.1383,234387.0,5938.0,0.0723
1.0,323232.7441,2010.386,2364.0,0.0153
1.0,827707.2537,914059.0,6529.0,0.0726
1.0,812443.8441,947512.0,6657.0,0.0721
1.0,852458.9431,1057042.0,7022.0,0.07339999999999999
1.0,490871.1,1056285.0,3758.0,0.0726
1.0,839113.5291,1055116.0,6773.0,0.0725
1.0,783611.0099000002,1053966.0,6424.0,0.07250000000000001
1.0,798661.9835,1052817.0,6602.0,0.0721
1.0,797065.3916,1051677.0,6309.0,0.07150000000000001
1.0,511945.9838,2299.748,4024.0,0.0719
1.0,773075.755,2319.451,6388.0,0.0717
1.0,684537.6409,2318.574,5505.0,0.0714
1.0,738810.2297,2317.419,5967.0,0.0721
1.0,685171.8787,2316.332000000001,5705.0,0.0719
1.0,658894.089,2325.753,5570.0,0.0715
1.0,879595.0954,2368.582000000001,6989.0,0.0726
1.0,744335.1218,3764.736,6088.0,0.0718
1.0,852045.4857,3763.928,6855.0,0.0727
1.0,664857.0136,3762.864,5680.0,0.0726
1.0,841150.7035,3761.639,6708.0,0.0723
1.0,779525.4631,3760.487,6243.0,0.0722
1.0,669794.0461,3759.349,5656.0,0.0718
1.0,468982.0118,3980.021,3614.0,0.0722
1.0,511829.1864,4109.895,3939.0,0.0722
1.0,467159.7273,4394.754,3598.0,0.0722
1.0,485269.7394,4515.71,3819.0,0.0722
1.0,497064.8131,4861.411,3803.0,0.0723
1.0,493003.4147,4875.253,3782.0,0.0727
1.0,650240.9876,6011.094,5566.0,0.0722
1.0,729949.0814,6260.936,5942.0,0.0729
1.0,521088.276,6391.784000000002,4136.0,0.0725
1.0,683228.8271,6580.616,5703.0,0.07200000000000001
1.0,772466.0696,7058.531,6432.0,0.0722
1.0,808598.656,7072.345,6689.0,0.0722
1.0,794511.7086,7123.2069999999985,6602.0,0.0722
1.0,743428.198,7122.396,6207.0,0.0722
1.0,839380.9447,7170.896,6435.0,0.0722
1.0,744630.2138,7170.11,6261.0,0.0722
1.0,820153.4357,7258.597,6615.0,0.0723
1.0,802709.5490000001,7257.784000000002,6609.0,0.0723
1.0,803791.1705,7356.315,6603.0,0.0723
1.0,850784.4845,7456.135,6557.0,0.0722
1.0,833856.0109999998,7484.98,6602.0,0.0722
1.0,815771.9595,7521.857,6637.0,0.0723
1.0,757691.1145,7521.053000000001,6123.0,0.0722
1.0,479328.3031,7658.549,3601.0,0.0723
1.0,819280.2353,7692.4140000000025,6604.0,0.0722
1.0,817581.2699,7709.24,6664.0,0.0722
1.0,797293.8143,7757.084,6647.0,0.0723
1.0,814322.1967,7770.976,6681.0,0.0723
1.0,818207.3058,7856.609,6673.0,0.0724
1.0,813494.8819,7885.630999999998,6753.0,0.0724
1.0,786701.9569,7899.568,6216.0,0.0724
1.0,829117.8983,7898.803000000001,6737.0,0.0724
1.0,741523.7637,7942.14,5994.0,0.0724
1.0,815634.6745,7941.373,6754.0,0.0724
1.0,715160.0569,7972.880999999998,6000.0,0.0725
1.0,477561.4251,8048.706,3653.0,0.0726
1.0,807100.9451,8092.618,6269.0,0.0725
1.0,506068.2406,8091.840999999998,3983.0,0.0726
1.0,752365.1425,8135.27,6233.0,0.0726
1.0,704164.0998,8355.136999999999,5938.0,0.0727
1.0,505761.5517,8413.96,3923.0,0.0727
1.0,495444.3003,8709.802,3884.0,0.0727
1.0,498282.3306,8709.001,3731.0,0.0728
1.0,843687.9734,8812.544,6883.0,0.0729
1.0,732201.2428,10073.402,6196.0,0.0729
1.0,756618.3993,10640.722,6594.0,0.073
1.0,846955.2407,10685.197,6986.0,0.073
1.0,861153.5542,10842.491000000002,7144.0,0.0733
1.0,529682.6098,11323.905,4029.0,0.0739
1.0,661358.353,11511.433,5465.0,0.0712
1.0,508127.8391,11510.253,4119.0,0.071
1.0,727447.6448,11508.997,6010.0,0.0711
1.0,558127.1096,11609.229,4840.0,0.0709
1.0,716873.4331,11673.6,5992.0,0.0711
1.0,0.037000000000000005,11441.155,113.0,0.2091
4.0,86470877.67559999,936.314,28374.0,48.4607
1.0,66087.69089999999,353.605,1984.0,2.1274
1.0,68680.8713,346.772,2060.0,2.1305
1.0,73733.3218,339.2519999999999,2213.0,2.0951
1.0,64080.3597,333.63199999999995,1932.0,2.1031
1.0,62902.8988,327.063,1887.0,2.1334
6.0,1.6938,4021871.0,111346.0,0.050100000000000006
6.0,1.7999999999999998,3855986.0,110560.0,0.0336
1.0,721889.2913,0.951,6023.0,0.073
1.0,589777.2126,1.123,4618.0,0.0733
1.0,497814.744,86.85799999999998,3842.0,0.0729
