N_n,M_u,T_q,T_r,I_o
0.1388888888888889,2178303.1043,108415.669,3658.0,37825.4653
0.027777777777777776,6.5614,11284.55,430.0,9.3861
0.05555555555555555,0.0,6.928,15231.0,0.0
1.0,2253967.0847,13977.652,28977.0,1423.4841
1.0,2379517.8196,13290.765,31456.0,1932.6359
0.027777777777777776,0.0,7.096,2270.0,0.0
1.0,2671749.0493,8317.398000000001,36684.0,2602.9903
0.027777777777777776,0.0,2434.547,7862.0,0.0
0.027777777777777776,0.0,0.428,327.0,0.0
0.027777777777777776,0.0,5.5070000000000014,490.0,0.0
0.027777777777777776,0.0,9.748,3277.0,0.0
0.027777777777777776,0.0,5.462999999999999,0.0,0.0
0.027777777777777776,67.6772,0.393,79.0,0.7296
0.027777777777777776,650.595,3.957,510.0,8.5366
0.027777777777777776,611.4771,4.356,439.0,8.5302
0.027777777777777776,2878.0954,134965.083,52787.0,1.3172
0.027777777777777776,997.4638,4.952,750.0,10.6208
0.027777777777777776,824.5565,0.438,616.0,8.436
0.027777777777777776,792.6826,4.284,470.0,8.5353
0.027777777777777776,754.9302,10.495,565.0,7.98
0.027777777777777776,575.5205,18.267,427.0,5.9512
0.027777777777777776,515.6669,14.886,389.0,5.4864
0.027777777777777776,531.606,10.845,395.0,5.1592
0.027777777777777776,502.9256,17.403,376.0,5.0284
0.027777777777777776,533.5357,13.893,396.0,4.9774
0.027777777777777776,0.0,4.463,11602.0,0.0
0.027777777777777776,705.7529,3.388,522.0,4.9017
0.027777777777777776,0.0,2.882,3930.0,0.0
0.3333333333333333,1715.3322,0.471,280.0,8.763
0.3333333333333333,19438.3059,0.484,1638.0,135.2733
0.3333333333333333,14592.6341,0.765,1244.0,118.9051
0.3333333333333333,261215.0704,4.441,21599.0,2314.3927
0.027777777777777776,314.256,4.498,232.0,2.2919
0.5,17496.1733,3.444,980.0,176.0224
0.027777777777777776,0.0,1.733,25113.0,0.0
0.027777777777777776,281.4519,6.853,169.0,2.1758
0.5,173460.3524,3.156,7545.0,588.6093
0.3333333333333333,18025.3573,7.621,1533.0,111.5443
0.027777777777777776,293.8393,3.775,177.0,2.148
0.16666666666666666,97.56,2.9210000000000003,671.0,547.9972
1.0,403.142,6.209,85.0,4.6057
0.027777777777777776,0.0,3.608,4918.0,0.0
0.5,33999.0021,5.768,1806.0,173.2576
0.027777777777777776,1188.7114,5.207000000000002,856.0,10.6243
0.027777777777777776,860.7663,3.212,630.0,8.46
0.027777777777777776,970.9546,6.274,693.0,8.5723
0.027777777777777776,856.6584,9.624,618.0,8.0144
0.027777777777777776,0.0,7.1179999999999986,457.0,0.0
0.027777777777777776,561.5243,5.127999999999999,408.0,5.4968
0.027777777777777776,527.6666,9.504,389.0,5.174
0.027777777777777776,532.9953,6.2360000000000015,392.0,4.9904
0.027777777777777776,0.0,9.139,0.0,0.0
0.027777777777777776,600.1574,5.4129999999999985,458.0,4.8965
0.027777777777777776,2.4394,6.97,9.0,0.0264
0.3333333333333333,9395.5912,5.782,818.0,3.886
0.16666666666666666,98.5464,478.28,673.0,549.0074
0.16666666666666666,0.0,0.385,6996.0,0.0
0.027777777777777776,1086.79,0.422,643.0,10.6511
0.027777777777777776,782.4705,1.011,472.0,8.4342
0.027777777777777776,787.9367,0.428,477.0,8.5638
0.027777777777777776,745.7126,0.755,447.0,7.9394
0.027777777777777776,561.9828,0.414,338.0,5.8855
0.027777777777777776,521.0763,1.395,313.0,5.4815
0.027777777777777776,474.6942,2.351,285.0,5.1697
0.027777777777777776,485.3699,3.474,294.0,4.9639
0.027777777777777776,499.0397,3.397,380.0,4.9901
0.027777777777777776,470.2949,0.451,282.0,4.9111
0.027777777777777776,7.9962,0.43,8.0,0.0821
0.3333333333333333,0.0623,0.434,10.0,0.1633
0.027777777777777776,0.0,0.384,35882.0,0.0
0.3333333333333333,282.153,2.5540000000000003,32.0,0.7909
0.3333333333333333,347.9385,0.418,30.0,0.0697
0.027777777777777776,1109.2663,0.923,784.0,10.6584
0.027777777777777776,874.2501,0.412,620.0,8.4386
0.027777777777777776,859.3796,0.414,612.0,8.5133
0.027777777777777776,809.6119,0.574,577.0,8.0024
0.027777777777777776,627.945,0.866,445.0,5.9243
0.027777777777777776,526.0179,0.774,377.0,5.1777
0.027777777777777776,0.0,2.431,392.0,0.0
0.027777777777777776,452.4437,2.426,333.0,5.0385
0.027777777777777776,438.7749,1.287,277.0,4.9474
0.027777777777777776,480.7584,1.246,379.0,4.8983
0.027777777777777776,10.2129,0.408,9.0,0.1186
0.027777777777777776,0.0,0.453,14685.0,0.0
0.16666666666666666,288139.8427,0.433,34032.0,13667.0903
0.3333333333333333,429.9899,2.704,46.0,0.9048
0.3333333333333333,0.0,65.472,0.0,0.0
0.027777777777777776,812.4982,0.451,716.0,166.6194
0.027777777777777776,1249.0458,1.794,735.0,10.6556
0.027777777777777776,999.2811,2.824,600.0,8.4004
0.027777777777777776,1009.9245,3.824,601.0,8.5485
0.027777777777777776,1078.2311,4.5760000000000005,634.0,7.9873
0.027777777777777776,769.5651,2.427,454.0,5.9236
0.027777777777777776,695.0783,1.685,412.0,5.5079
0.027777777777777776,670.3976,3.037,396.0,5.1842
0.027777777777777776,668.4844,4.507,397.0,4.9909
0.027777777777777776,549.0856,4.624,357.0,4.9535
0.027777777777777776,816.6117,2.949,483.0,4.8828
0.027777777777777776,13.2801,3.503,13.0,0.1112
0.3333333333333333,41018.1644,89.83200000000002,1213.0,23.0859
0.027777777777777776,0.0,2.363,11111.0,0.0
0.027777777777777776,0.0,2.527,13289.0,0.0
0.027777777777777776,0.0,29297.617,9122.0,0.0
0.3333333333333333,9441.6063,4.737,863.0,3.8818
0.16666666666666666,28.8422,0.774,11.0,0.002
0.16666666666666666,31.8262,3.914,10.0,0.0019
0.16666666666666666,23.956,5.033,11.0,0.0022
0.16666666666666666,30.2459,5.928,10.0,0.002
0.16666666666666666,29.3683,7.614,9.0,0.002
0.16666666666666666,10.4267,5.087,9.0,0.002
0.16666666666666666,30.4431,3.674,10.0,0.0019
0.16666666666666666,1208.1204,0.638,236.0,0.0019
0.16666666666666666,1088.419,0.659,210.0,0.0023
0.16666666666666666,1065.1764,0.621,205.0,0.002
0.16666666666666666,1225.8232,2.41,240.0,0.002
0.16666666666666666,1307.1845,4.4030000000000005,250.0,0.002
0.05555555555555555,2543.3507,2.293,353.0,0.0201
0.16666666666666666,2246.6876,4.422,324.0,0.0209
0.16666666666666666,2200.3724,5.622000000000001,319.0,0.0205
0.16666666666666666,2583.4343,3.04,377.0,0.0178
0.16666666666666666,2718.6761,5.04,374.0,0.0186
1.0,0.0,25121.543,47375.0,0.0
0.16666666666666666,1018.4551,1.053,201.0,0.0016
0.16666666666666666,1010.3933,3.097,195.0,0.0017
0.16666666666666666,1079.058,6.103,216.0,0.0016
0.16666666666666666,1256.9137,8.139,245.0,0.0018
0.16666666666666666,1406.6331,5.478,268.0,0.0024
0.027777777777777776,0.0,5.034,4745.0,0.0
0.027777777777777776,0.0,0.643,81.0,0.0
0.027777777777777776,0.0,0.608,1308.0,0.0
0.027777777777777776,0.0,0.628,556.0,0.0
0.027777777777777776,0.0,17838.288,18948.0,0.0
0.027777777777777776,0.0,0.6920000000000001,219.0,0.0
0.027777777777777776,0.0,0.616,4552.0,0.0
0.3333333333333333,1234.4437,0.68,42.0,9.6873
0.3333333333333333,1068.391,0.667,39.0,17.8967
0.3333333333333333,918.2538,0.69,35.0,16.5747
0.2777777777777778,0.0,0.599,13951.0,0.0
0.027777777777777776,0.0,0.6809999999999999,732.0,0.0
0.027777777777777776,11.5206,0.665,22.0,0.0141
0.027777777777777776,0.0007,0.637,3.0,0.015
0.027777777777777776,677.4446,4.6110000000000015,1016.0,19.7855
0.027777777777777776,0.0,1.3159999999999998,2673.0,0.0
0.027777777777777776,0.0,0.373,16.0,0.0
1.0,219.9172,369.439,57.0,2.895
1.0,61.1234,399.69,33.0,1.6762
1.0,64172.9274,83244.491,60519.0,0.2519
1.0,81541.7212,83162.643,76329.0,0.3287
1.0,88619.2062,83169.121,80366.0,0.3958
1.0,76964.1637,83093.811,72825.0,0.3184
0.3333333333333333,2989720.548,80965.866,53807.0,3231.0209
0.3333333333333333,1121639.5783,0.358,55521.0,36.5969
0.3333333333333333,224461.2703,77354.011,5119.0,2.4734
0.027777777777777776,0.0,5.009,60912.0,0.0
0.027777777777777776,0.0,4.267,2439.0,0.0
0.027777777777777776,0.0,2.402,6516.0,0.0
0.027777777777777776,0.0,0.313,25561.0,0.0
0.027777777777777776,0.0,0.52,209.0,0.0
0.16666666666666666,326.8013,1.861,2597.0,196.1041
0.16666666666666666,0.0,20.404,0.0,0.0
0.027777777777777776,99.8677,1.963,90.0,8.1243
0.027777777777777776,118.1208,3.517,99.0,9.6967
0.027777777777777776,109.0522,3.372,89.0,8.9792
0.027777777777777776,79.6774,4.234,71.0,9.4884
0.027777777777777776,77.4,4.135,69.0,6.6418
0.027777777777777776,100.8999,2.952,82.0,8.5697
0.027777777777777776,99.6002,2.867,95.0,9.3688
0.027777777777777776,99.8848,2.702,84.0,8.8362
0.027777777777777776,78.0267,2.518,76.0,9.3198
0.027777777777777776,71.024,2.417,73.0,8.5172
0.027777777777777776,106.3568,2.217,88.0,8.4786
0.027777777777777776,109.6939,2.131,101.0,9.708
0.027777777777777776,107.3858,1.985,90.0,8.8083
0.027777777777777776,77.4028,3.548,74.0,7.1949
0.027777777777777776,71.0891,3.4730000000000003,71.0,8.5116
0.027777777777777776,106.6733,3.317,88.0,8.4244
0.027777777777777776,118.2511,3.235,100.0,9.9098
0.027777777777777776,103.5727,3.072,88.0,11.3186
0.027777777777777776,85.3426,2.903,75.0,9.3893
0.027777777777777776,71.51899999999998,2.832,71.0,8.5091
0.027777777777777776,107.3573,2.57,89.0,11.0141
0.027777777777777776,110.2965,2.486,102.0,12.5704
0.027777777777777776,113.1288,2.327,92.0,8.8221
0.027777777777777776,80.0297,2.211,76.0,7.3535
0.027777777777777776,76.7374,2.123,72.0,6.6718
0.027777777777777776,107.3404,3.647,88.0,8.5267
0.027777777777777776,108.0774,3.574,101.0,12.5567
0.027777777777777776,107.4856,3.455,90.0,11.3083
0.027777777777777776,84.3898,3.341,75.0,7.4281
0.027777777777777776,76.4053,3.287,71.0,6.6553
0.027777777777777776,77.4439,3.113,71.0,8.3877
0.027777777777777776,111.1923,3.076,111.0,8.2691
0.027777777777777776,4.7073,2.991,14.0,0.0134
0.027777777777777776,4.9065,2.909,14.0,0.0134
0.027777777777777776,103.5403,2.797,92.0,8.5541
0.027777777777777776,102.0562,2.704,89.0,8.543
0.027777777777777776,120.6444,2.634,99.0,9.2683
0.027777777777777776,94.1136,2.451,72.0,6.5654
0.027777777777777776,110.2625,2.359,110.0,8.2693
0.027777777777777776,4.6151,2.311,13.0,0.0134
0.027777777777777776,5.136,2.194,13.0,0.0134
0.027777777777777776,104.8314,3.511,93.0,8.4938
0.027777777777777776,105.0676,3.44,88.0,8.5828
0.027777777777777776,129.4017,3.407,103.0,9.272
0.027777777777777776,80.6263,3.698,73.0,6.6096
0.027777777777777776,124.1483,3.632,111.0,8.3012
0.027777777777777776,4.2304,3.528,11.0,0.0134
0.027777777777777776,105.9767,3.447,98.0,7.1963
0.027777777777777776,4.4352,3.38,11.0,0.0134
0.027777777777777776,109.6238,3.241,95.0,10.8574
0.027777777777777776,99.6766,3.143,92.0,8.5365
0.027777777777777776,129.5804,3.052,102.0,12.1283
0.027777777777777776,80.0847,2.874,74.0,8.5692
0.027777777777777776,117.7115,2.799,111.0,10.7446
0.027777777777777776,4.3455,2.732,11.0,0.0134
0.027777777777777776,4.3583,2.633,11.0,0.0134
0.027777777777777776,103.381,3.619,94.0,10.8562
0.027777777777777776,105.9101,3.555,91.0,8.6914
0.027777777777777776,127.6916,3.486,100.0,9.2707
0.027777777777777776,112.1253,3.314,99.0,9.2466
0.027777777777777776,107.1712,3.248,95.0,8.9841
0.027777777777777776,5.7613,3.169,10.0,0.0134
0.027777777777777776,104.712,3.1180000000000003,94.0,7.0757
0.027777777777777776,89.715,3.0460000000000003,78.0,7.397
0.027777777777777776,120.2025,2.984,113.0,10.851
0.027777777777777776,123.0908,2.82,102.0,9.7144
0.027777777777777776,105.7452,2.688,92.0,10.0409
0.027777777777777776,130.5149,2.6460000000000004,97.0,9.2318
0.027777777777777776,104.1263,3.452,77.0,7.5072
0.027777777777777776,87.1124,3.374,79.0,7.7551
0.027777777777777776,96.959,3.236,80.0,7.9844
0.027777777777777776,99.1402,3.752,83.0,7.9685
0.027777777777777776,116.9788,3.621,108.0,8.3366
0.027777777777777776,78.73100000000002,3.542,73.0,6.6998
0.027777777777777776,93.558,3.367,79.0,10.1151
0.027777777777777776,100.2603,3.247,87.0,8.8087
0.027777777777777776,100.4335,3.972,84.0,8.256
0.027777777777777776,102.4865,3.899,95.0,8.1031
0.027777777777777776,132.327,2.745,101.0,9.5404
0.027777777777777776,124.8617,2.622,98.0,9.5584
0.027777777777777776,100.8262,2.545,88.0,7.7792
0.027777777777777776,104.9224,2.463,89.0,8.6261
0.027777777777777776,99.5718,2.39,78.0,7.4925
0.027777777777777776,89.2309,2.324,83.0,9.6893
0.027777777777777776,90.4868,2.266,74.0,7.0484
0.027777777777777776,94.5982,2.2030000000000003,83.0,7.5968
0.027777777777777776,102.4337,2.134,91.0,7.053
0.027777777777777776,80.1985,3.795,68.0,6.3486
0.027777777777777776,80.2849,3.677,77.0,8.2191
0.027777777777777776,0.0025,3.61,6.0,0.0159
0.027777777777777776,0.0131,3.567,6.0,0.0063
0.027777777777777776,77.9382,3.889,70.0,8.3629
0.027777777777777776,80.2908,3.735,74.0,6.7429
0.027777777777777776,77.756,3.661,70.0,6.4326
0.027777777777777776,117.2461,3.535,100.0,9.3575
0.027777777777777776,99.8409,3.383,85.0,8.1529
0.027777777777777776,121.5933,3.136,94.0,9.0867
0.027777777777777776,104.2941,3.073,87.0,10.4499
0.027777777777777776,89.2422,2.979,81.0,7.4996
0.027777777777777776,109.8386,2.819,107.0,8.3225
0.027777777777777776,0.0144,2.728,6.0,0.0063
0.027777777777777776,123.6258,2.074,110.0,9.682
0.027777777777777776,81.3463,2.066,73.0,6.8234
0.027777777777777776,81.4378,3.772,67.0,6.5531
0.027777777777777776,116.0817,3.595,100.0,9.3568
0.027777777777777776,98.6393,3.374,84.0,8.054
0.027777777777777776,100.9065,3.196,95.0,10.44
0.027777777777777776,90.0304,2.9760000000000004,77.0,7.0443
0.027777777777777776,0.0001,2.8110000000000004,5.0,0.0163
0.027777777777777776,96.5906,3.32,84.0,8.0771
0.027777777777777776,0.0005,3.138,5.0,0.0047
0.027777777777777776,78.2697,2.093,71.0,6.6029
0.027777777777777776,118.0642,3.612,98.0,9.6266
0.027777777777777776,96.6179,3.522,83.0,8.0732
0.027777777777777776,82.9795,3.35,70.0,6.6885
0.027777777777777776,120.2252,3.261,107.0,8.066
0.027777777777777776,121.9719,4.089,102.0,9.8935
0.027777777777777776,125.7267,2.873,99.0,9.4825
0.027777777777777776,103.9433,2.679,85.0,8.0671
0.027777777777777776,99.9432,3.698,83.0,8.3103
0.027777777777777776,121.7496,3.508,109.0,8.4283
0.027777777777777776,77.9963,3.4560000000000004,71.0,6.6111
0.027777777777777776,78.1703,3.167,75.0,6.4073
0.027777777777777776,115.9378,3.076,107.0,8.2657
0.027777777777777776,9.9632,3.003,5.0,0.0083
0.027777777777777776,91.7122,3.776,84.0,10.2076
0.027777777777777776,86.6474,3.692,77.0,6.9993
0.027777777777777776,117.2527,3.613,106.0,8.326
0.027777777777777776,74.3529,3.509,65.0,5.9633
0.027777777777777776,80.1898,2.424,74.0,6.6266
0.027777777777777776,91.3501,2.32,71.0,6.5139
0.027777777777777776,91.2073,2.1180000000000003,85.0,7.826
0.027777777777777776,86.2552,4.096,76.0,9.0371
0.027777777777777776,118.1773,4.025,103.0,8.3454
0.027777777777777776,74.1198,3.961,63.0,5.9593
0.027777777777777776,79.8448,3.872,71.0,8.5751
0.027777777777777776,87.2481,3.78,66.0,6.3548
0.027777777777777776,98.5187,4.395,83.0,10.5409
0.027777777777777776,81.6984,3.152,74.0,6.688
0.027777777777777776,99.1598,3.0410000000000004,102.0,13.9598
0.027777777777777776,123.3192,2.943,92.0,8.9546
0.027777777777777776,113.0059,2.777,98.0,8.5068
0.027777777777777776,117.5341,2.678,105.0,8.7989
0.027777777777777776,99.6901,2.611,84.0,8.1553
0.027777777777777776,113.598,2.438,96.0,9.2812
0.027777777777777776,101.4624,4.189,94.0,8.9388
0.027777777777777776,0.0,4.0939999999999985,2.0,0.0
0.027777777777777776,98.0963,4.008,92.0,7.0478
0.027777777777777776,83.8243,3.907,75.0,7.2557
0.027777777777777776,106.8129,3.742,93.0,7.2256
0.027777777777777776,84.9844,3.321,72.0,6.7371
0.027777777777777776,80.6728,3.224,71.0,6.5721
0.027777777777777776,92.1198,3.547,100.0,13.7671
0.027777777777777776,102.1046,3.026,84.0,8.3168
0.027777777777777776,78.7702,2.8560000000000003,71.0,8.6572
0.027777777777777776,82.9513,2.296,97.0,11.1545
0.027777777777777776,123.3405,3.884,97.0,9.4447
0.027777777777777776,132.5151,3.667,94.0,9.2464
0.027777777777777776,89.4944,3.502,80.0,7.4264
0.027777777777777776,87.9571,3.353,81.0,9.8239
0.027777777777777776,125.3456,3.189,99.0,9.7615
0.027777777777777776,101.1575,2.841,92.0,7.8671
0.027777777777777776,77.1614,2.77,72.0,6.3947
0.027777777777777776,87.6233,2.382,73.0,6.6759
0.027777777777777776,84.0813,4.243,76.0,8.8055
0.027777777777777776,76.2478,4.761,69.0,6.421
0.027777777777777776,99.019,4.539,82.0,8.1778
0.027777777777777776,105.3592,4.452,91.0,8.4204
0.027777777777777776,103.2245,4.373,95.0,10.0588
0.027777777777777776,80.5416,4.225,72.0,6.9857
0.027777777777777776,99.5348,4.118,95.0,9.016
0.027777777777777776,114.591,3.319,96.0,8.1048
0.027777777777777776,102.5827,3.214,84.0,7.9018
0.027777777777777776,101.6667,3.136,93.0,7.8789
0.027777777777777776,119.3301,2.847,99.0,9.5836
0.027777777777777776,97.8641,2.766,84.0,7.9787
0.027777777777777776,73.7389,2.6180000000000003,71.0,8.0958
0.027777777777777776,108.7391,2.544,94.0,7.1667
0.027777777777777776,10.6798,2.462,6.0,0.0141
0.027777777777777776,106.9609,4.19,82.0,8.1737
0.027777777777777776,79.9235,4.953,76.0,7.1438
0.027777777777777776,2.9383,3.843,6.0,0.0089
0.027777777777777776,82.5005,3.739,72.0,6.7521
0.027777777777777776,2.5694,3.5980000000000003,6.0,0.0089
0.027777777777777776,2.8874,3.4360000000000004,6.0,0.0089
0.027777777777777776,2.3659,3.274,6.0,0.0089
0.027777777777777776,2.633,3.094,6.0,0.0089
0.027777777777777776,107.1545,2.926,94.0,7.2065
0.027777777777777776,2.7347,2.85,6.0,0.0089
0.027777777777777776,81.9611,2.778,69.0,6.6953
0.027777777777777776,105.6955,4.739,93.0,7.1981
0.027777777777777776,0.0007,4.645,4.0,0.0048
0.027777777777777776,73.8942,4.442,64.0,5.8909
0.027777777777777776,81.2953,4.397,72.0,6.8424
0.027777777777777776,85.3742,4.198,75.0,6.9694
0.027777777777777776,81.6146,4.115,67.0,6.6505
0.027777777777777776,105.4978,3.923,93.0,7.8816
0.027777777777777776,0.0007,3.85,4.0,0.0048
0.027777777777777776,67.4122,3.769,59.0,5.8617
0.027777777777777776,73.467,3.721,63.0,5.8913
0.027777777777777776,85.1858,3.637,73.0,6.6633
0.027777777777777776,82.39,3.335,79.0,6.8312
0.027777777777777776,79.1907,3.241,69.0,6.3501
0.027777777777777776,97.7379,3.0660000000000003,84.0,10.3886
0.027777777777777776,105.1673,2.997,95.0,8.0739
0.027777777777777776,102.824,2.928,84.0,7.9007
0.027777777777777776,104.395,2.859,92.0,10.2085
0.027777777777777776,0.0001,2.736,5.0,0.0163
0.027777777777777776,81.7489,2.7260000000000004,71.0,6.8833
0.027777777777777776,0.0001,4.902,3.0,0.0163
0.027777777777777776,69.892,4.8260000000000005,60.0,5.9081
0.027777777777777776,70.1947,4.756,63.0,7.6119
0.027777777777777776,81.4665,4.379,70.0,8.8376
0.027777777777777776,100.0437,4.919,83.0,7.677
0.027777777777777776,9.2084,3.809,5.0,0.0117
0.027777777777777776,111.2451,3.216,88.0,7.963999999999999
0.027777777777777776,97.5252,3.073,80.0,7.4212
0.027777777777777776,89.7686,3.023,85.0,7.5803
0.027777777777777776,108.7714,2.926,83.0,10.3291
0.027777777777777776,91.361,4.938,76.0,7.4369
0.027777777777777776,90.3926,4.856,80.0,7.6769
0.027777777777777776,107.628,4.686,82.0,7.8444
0.027777777777777776,101.1001,4.478,79.0,7.3953
0.027777777777777776,88.4032,4.367,83.0,9.9538
0.027777777777777776,95.6487,4.09,81.0,9.101
0.027777777777777776,92.8663,4.018,86.0,7.4135
0.027777777777777776,0.0249,3.938,4.0,0.0069
0.027777777777777776,98.087,3.69,81.0,7.0542
0.027777777777777776,97.9791,3.596,87.0,7.4221
0.027777777777777776,0.0187,3.514,4.0,0.0069
0.027777777777777776,95.11,3.267,81.0,9.0966
0.027777777777777776,97.6158,3.233,87.0,9.5809
0.027777777777777776,0.0178,3.117,4.0,0.0069
0.027777777777777776,90.2692,4.535,73.0,7.0473
0.027777777777777776,93.0131,4.385,81.0,7.3889
0.027777777777777776,9.6059,4.299,2.0,0.0082
0.027777777777777776,10.4933,3.894,5.0,0.0138
0.16666666666666666,3.3898,0.424,31.0,2.1696
0.16666666666666666,0.0,0.285,44127.0,0.0
0.027777777777777776,173.3128,0.36,333.0,15.8671
0.027777777777777776,163.1675,1.824,307.0,16.9136
0.027777777777777776,193.4205,3.237,351.0,19.1778
0.027777777777777776,396.6547,3.138,485.0,43.0781
0.027777777777777776,163.9574,3.057,326.0,18.6974
0.027777777777777776,226.8267,2.974,382.0,24.7375
0.027777777777777776,138.1052,2.892,295.0,14.7386
0.027777777777777776,141.0628,2.801,286.0,13.2809
0.027777777777777776,168.8958,2.737,339.0,16.4765
0.027777777777777776,163.3006,2.5780000000000003,349.0,16.9915
0.027777777777777776,193.8469,2.479,377.0,19.3748
0.027777777777777776,405.5951,2.389,512.0,44.2461
0.027777777777777776,170.8138,2.31,343.0,18.528
0.027777777777777776,229.5491,2.215,420.0,20.8232
0.027777777777777776,156.1321,2.133,381.0,14.0294
0.027777777777777776,149.0061,2.046,346.0,13.2058
0.027777777777777776,173.2986,1.962,337.0,16.8285
0.027777777777777776,170.916,1.866,360.0,17.5475
0.027777777777777776,184.9789,1.804,370.0,19.4834
0.027777777777777776,408.2641,3.273,491.0,33.867
0.027777777777777776,174.5924,3.179,341.0,18.2281
0.027777777777777776,226.2294,4.149,379.0,20.9928
0.027777777777777776,154.4986,3.034,318.0,15.0246
0.027777777777777776,141.6918,2.946,301.0,13.4932
0.027777777777777776,167.8948,2.8480000000000003,309.0,16.4961
0.027777777777777776,171.2579,2.763,309.0,16.785
0.027777777777777776,192.627,2.6910000000000003,347.0,19.3141
0.027777777777777776,386.2801,2.584,467.0,33.9537
0.027777777777777776,179.7165,2.448,361.0,17.7414
0.027777777777777776,240.9757,2.827,413.0,20.8528
0.027777777777777776,172.0603,2.7260000000000004,400.0,14.4882
0.027777777777777776,148.9973,2.643,365.0,13.5875
0.027777777777777776,188.7699,2.562,389.0,16.0004
0.027777777777777776,182.0208,3.512,372.0,17.0729
0.027777777777777776,226.1706,2.405,445.0,19.6064
0.027777777777777776,449.9428,2.322,528.0,43.5116
0.027777777777777776,171.482,3.361,376.0,17.6954
0.027777777777777776,250.9753,3.27,419.0,20.8478
0.027777777777777776,161.4348,3.1830000000000003,354.0,14.4346
0.027777777777777776,160.2234,3.105,351.0,13.6565
0.027777777777777776,185.0665,3.024,392.0,17.3033
0.027777777777777776,178.06099999999995,2.931,366.0,16.9587
0.027777777777777776,209.4357,2.8480000000000003,414.0,19.3714
0.027777777777777776,445.2831,2.795,518.0,43.4719
0.027777777777777776,186.2102,2.704,369.0,18.2079
0.027777777777777776,250.1785,2.619,428.0,25.2514
0.027777777777777776,161.3783,2.555,362.0,14.0859
0.027777777777777776,160.3642,2.471,345.0,13.7249
0.027777777777777776,145.1579,2.385,296.0,15.1099
0.027777777777777776,158.7583,2.32,322.0,14.175
0.027777777777777776,178.2189,2.2230000000000003,333.0,20.7988
0.027777777777777776,0.0185,2.138,2.0,0.0069
0.027777777777777776,0.0193,2.055,2.0,0.0069
0.027777777777777776,214.9647,1.994,403.0,23.9878
0.027777777777777776,190.0245,3.324,405.0,17.9296
0.027777777777777776,190.2342,3.2430000000000003,425.0,17.1545
0.027777777777777776,298.0525,3.158,502.0,20.2939
0.027777777777777776,149.2361,3.068,309.0,15.1434
0.027777777777777776,153.8859,2.984,329.0,13.7792
0.027777777777777776,169.7717,2.9,300.0,20.074
0.027777777777777776,0.0,2.781,3.0,0.0
0.027777777777777776,0.0,3.107,2.0,0.0
0.027777777777777776,208.1197,3.02,375.0,24.8231
0.027777777777777776,180.2796,2.932,390.0,17.3963
0.027777777777777776,206.6475,2.844,431.0,17.2939
0.027777777777777776,281.007,2.753,465.0,19.8528
0.027777777777777776,141.1256,2.672,289.0,14.7292
0.027777777777777776,154.3206,2.593,315.0,13.8406
0.027777777777777776,170.5926,2.506,318.0,20.2389
0.027777777777777776,0.0096,2.425,2.0,0.0157
0.027777777777777776,108.73,2.332,123.0,12.2245
0.027777777777777776,0.0097,2.262,2.0,0.0159
0.027777777777777776,207.1698,3.29,380.0,24.8839
0.027777777777777776,169.4709,3.21,364.0,17.3612
0.027777777777777776,195.5788,3.128,401.0,17.1238
0.027777777777777776,285.4882,3.035,447.0,19.7617
0.027777777777777776,139.5318,2.952,285.0,14.9817
0.027777777777777776,150.1615,2.881,306.0,13.818
0.027777777777777776,162.3536,2.7880000000000003,304.0,19.7065
0.027777777777777776,5.902,2.756,2.0,0.0132
0.027777777777777776,6.4796,2.629,2.0,0.0134
0.027777777777777776,205.2872,2.568,368.0,24.8031
0.027777777777777776,179.8846,2.4730000000000003,382.0,17.2033
0.027777777777777776,192.8516,2.428,383.0,17.2878
0.027777777777777776,286.0895,2.333,466.0,19.7743
0.027777777777777776,456.5268,2.235,487.0,47.051
0.027777777777777776,199.4379,2.197,368.0,18.3449
0.027777777777777776,170.9512,2.084,308.0,16.9807
0.027777777777777776,9.5873,1.992,2.0,0.0126
0.027777777777777776,121.8822,3.3080000000000003,201.0,16.1994
0.027777777777777776,157.0847,3.215,306.0,14.307
0.027777777777777776,165.7238,3.127,285.0,20.3478
0.027777777777777776,188.6497,3.095,283.0,22.9856
0.027777777777777776,248.3767,3.003,421.0,19.9832
0.027777777777777776,196.5716,2.9210000000000003,391.0,23.4784
0.027777777777777776,162.0285,2.833,372.0,16.1585
0.027777777777777776,303.0485,2.754,415.0,19.6785
0.027777777777777776,206.3838,2.664,395.0,16.1494
0.027777777777777776,154.8916,2.577,353.0,16.0826
0.027777777777777776,255.0797,2.495,316.0,27.0804
0.027777777777777776,174.5988,2.407,338.0,15.6626
0.027777777777777776,238.408,2.31,370.0,26.9161
0.027777777777777776,230.5344,2.236,372.0,26.8699
0.027777777777777776,263.0894,2.146,406.0,26.8116
0.027777777777777776,201.1133,2.062,365.0,16.9884
0.027777777777777776,246.6894,1.923,406.0,21.1197
0.027777777777777776,185.3299,3.439,339.0,17.3354
0.027777777777777776,141.2521,3.342,278.0,13.3617
0.027777777777777776,177.368,3.253,308.0,20.92
0.027777777777777776,151.1489,3.1660000000000004,277.0,15.9059
0.027777777777777776,253.2235,3.125,337.0,26.4662
0.027777777777777776,167.1906,3.027,298.0,18.3169
0.027777777777777776,227.2981,2.946,224.0,18.4896
